#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
        5834           1 -0.00183558    0.011537
        5835      0.9996 -0.00166396   0.0115363
        5836       0.992 -0.00149369   0.0115356
        5837      0.9936 -0.00132321   0.0115349
        5838      0.9928 -0.00115293   0.0115342
        5839           1-0.000981469   0.0115335
        5840      0.9984-0.000810342   0.0115328
        5841      0.9748-0.000643315    0.011532
        5842      0.9976-0.000472441   0.0115313
        5843      0.9796-0.000304706   0.0115305
        5844           1-0.000133539   0.0115298
        5845      0.9952 3.67494e-05   0.0115291
        5846      0.9952 0.000206979   0.0115284
        5847      0.7216 0.000330357   0.0115271
        5848      0.9132 0.000486457   0.0115262
        5849      0.9992 0.000657206   0.0115255
        5850      0.9888  0.00082612   0.0115247
        5851      0.9808 0.000993608    0.011524
        5852      0.9624  0.00115789   0.0115232
        5853      0.9944  0.00132759   0.0115225
        5854      0.9672  0.00149259   0.0115217
        5855       0.868  0.00164058   0.0115207
        5856           1  0.00181107     0.01152
        5857      0.9992  0.00198136   0.0115193
        5858           1  0.00215172   0.0115185
        5859      0.9984  0.00232176   0.0115178
        5860      0.9092  0.00247652   0.0115169
        5861       0.916  0.00263238    0.011516
        5862      0.9932  0.00280136   0.0115153
        5863       0.998  0.00297111   0.0115146
        5864      0.9996  0.00314106   0.0115139
        5865           1  0.00331103   0.0115131
        5866      0.9996  0.00348087   0.0115124
        5867      0.9996  0.00365066   0.0115117
        5868      0.9996  0.00382038    0.011511
        5869      0.9552  0.00398248   0.0115102
        5870       0.866  0.00412934   0.0115092
        5871      0.3424  0.00418695   0.0115074
        5872      0.6328  0.00429401   0.0115059
        5873      0.9988  0.00446334   0.0115052
        5874           1  0.00463282   0.0115045
        5875           1  0.00480225   0.0115038
        5876      0.9988  0.00497141    0.011503
        5877       0.922  0.00512745   0.0115021
        5878      0.6844  0.00524301   0.0115008
        5879      0.9992  0.00541208   0.0115001
        5880      0.9964  0.00558061   0.0114993
        5881           1   0.0057497   0.0114986
        5882      0.9876  0.00591663   0.0114979
        5883      0.9996  0.00608553   0.0114972
        5884           1  0.00625445   0.0114964
        5885           1  0.00642331   0.0114957
        5886       0.988  0.00659008    0.011495
        5887           1  0.00675882   0.0114943
        5888      0.9988  0.00692731   0.0114936
        5889        0.08  0.00693972   0.0114916
        5890     -0.1824  0.00690757   0.0114897
        5891       0.384  0.00697158   0.0114879
        5892      0.4104  0.00704005   0.0114862
        5893      0.5208  0.00712724   0.0114846
        5894        0.56  0.00722104    0.011483
        5895        0.81  0.00735722   0.0114819
        5896      0.7292  0.00747965   0.0114806
        5897           1  0.00764796   0.0114799
        5898      0.9396  0.00780597    0.011479
        5899      0.9968  0.00797362   0.0114783
        5900      0.9992  0.00814163   0.0114776
        5901      0.2824   0.0081881   0.0114757
        5902     -0.4272  0.00811433    0.011474
        5903      0.3244  0.00816791   0.0114722
        5904      0.3588   0.0082273   0.0114704
        5905      0.1244  0.00824698   0.0114685
        5906      0.1448   0.0082701   0.0114666
        5907      0.8336  0.00840982   0.0114655
        5908      0.3592  0.00846919   0.0114637
        5909     -0.3256  0.00841266   0.0114619
        5910     -0.2848  0.00836305     0.01146
        5911      0.7812  0.00849379   0.0114588
        5912           1   0.0086615   0.0114581
        5913      0.9868  0.00882692   0.0114574
        5914       0.966  0.00898877   0.0114566
        5915       0.998  0.00915598   0.0114559
        5916      0.9648  0.00931751   0.0114551
        5917      0.9996  0.00948487   0.0114544
        5918           1  0.00965225   0.0114537
        5919      0.9396  0.00980936   0.0114528
        5920      0.5208  0.00989568   0.0114512
        5921        0.81   0.0100308   0.0114501
        5922       0.888   0.0101791   0.0114491
        5923      0.4112   0.0102468   0.0114474
        5924      0.3372    0.010302   0.0114456
        5925     -0.1196     0.01028   0.0114436
        5926     -0.2952   0.0102285   0.0114418
        5927     -0.4928   0.0101436   0.0114402
        5928     -0.3024   0.0100909   0.0114384
        5929     -0.9204  0.00993395   0.0114375
        5930     -0.9972  0.00976411   0.0114369
        5931     -0.9988  0.00959407   0.0114362
        5932     -0.9996  0.00942394   0.0114356
        5933     -0.9992  0.00925394   0.0114349
        5934      -0.954  0.00909161   0.0114341
        5935     -0.9996  0.00892165   0.0114335
        5936       -0.98  0.00875505   0.0114327
        5937     -0.6596  0.00864248   0.0114314
        5938          -1  0.00847262   0.0114307
        5939          -1  0.00830281     0.01143
        5940     -0.9972  0.00813354   0.0114294
        5941     -0.9688   0.0079691   0.0114286
        5942      -0.802  0.00783278   0.0114275
        5943      -0.992  0.00766455   0.0114268
        5944     -0.3328  0.00760727   0.0114251
        5945     -0.2792  0.00755902   0.0114232
        5946       -0.93  0.00740135   0.0114224
        5947          -1  0.00723195   0.0114217
        5948          -1  0.00706261   0.0114211
        5949       -0.57  0.00696561   0.0114196
        5950      0.1352  0.00698716   0.0114177
        5951      0.9976  0.00715362    0.011417
        5952           1  0.00732043   0.0114163
        5953      0.9908  0.00748564   0.0114155
        5954      0.9756  0.00764824   0.0114148
        5955           1  0.00781488   0.0114141
        5956      0.9992  0.00798133   0.0114134
        5957      0.9996  0.00814779   0.0114127
        5958      0.9988  0.00831407    0.011412
        5959      0.9988  0.00848028   0.0114113
        5960           1  0.00864664   0.0114106
        5961           1  0.00881295   0.0114099
        5962       0.984  0.00897652   0.0114091
        5963           1  0.00914271   0.0114084
        5964      0.9964  0.00930825   0.0114077
        5965      0.9924  0.00947306    0.011407
        5966           1  0.00963909   0.0114063
        5967      0.9996  0.00980499   0.0114056
        5968           1  0.00997091   0.0114049
        5969      0.9912   0.0101353   0.0114041
        5970      0.9932      0.0103   0.0114034
        5971           1   0.0104657   0.0114027
        5972      0.9996   0.0106313    0.011402
        5973      0.9996   0.0107969   0.0114013
        5974      0.9996   0.0109624   0.0114006
        5975           1    0.011128   0.0113999
        5976      0.9984   0.0112932   0.0113992
        5977           1   0.0114586   0.0113985
        5978      0.9996   0.0116239   0.0113978
        5979           1   0.0117892   0.0113971
        5980      0.9476   0.0119457   0.0113962
        5981      0.8732   0.0120897   0.0113952
        5982      0.9916   0.0122534   0.0113945
        5983      0.5272   0.0123395   0.0113929
        5984      0.0108   0.0123392    0.011391
        5985     -0.5336    0.012248   0.0113895
        5986     -0.5576   0.0121528    0.011388
        5987      -0.992   0.0119851   0.0113873
        5988          -1   0.0118161   0.0113867
        5989     -0.9996   0.0116472    0.011386
        5990          -1   0.0114783   0.0113854
        5991          -1   0.0113095   0.0113847
        5992     -0.9924    0.011142    0.011384
        5993      -0.966   0.0109789   0.0113833
        5994     -0.9732   0.0108147   0.0113826
        5995     -0.9968   0.0106467   0.0113819
        5996     -0.9836   0.0104809   0.0113813
        5997          -1   0.0103124   0.0113806
        5998          -1   0.0101439   0.0113799
        5999     -0.9932  0.00997666   0.0113793
        6000          -1  0.00980833   0.0113786
        6001     -0.9712  0.00964486   0.0113779
        6002     -0.9344  0.00948757   0.0113771
        6003     -0.9984  0.00931967   0.0113764
        6004     -0.9996  0.00915163   0.0113758
        6005          -1  0.00898358   0.0113751
        6006      -0.984  0.00881825   0.0113744
        6007     -0.9996  0.00865037   0.0113738
        6008          -1  0.00848249   0.0113731
        6009     -0.9996  0.00831473   0.0113725
        6010     -0.9928  0.00814815   0.0113718
        6011     -0.9544  0.00798802    0.011371
        6012          -1  0.00782036   0.0113704
        6013      -0.996  0.00765342   0.0113697
        6014     -0.9984  0.00748613   0.0113691
        6015     -0.9856  0.00732103   0.0113684
        6016     -0.9936  0.00715465   0.0113677
        6017     -0.9836     0.00699    0.011367
        6018          -1  0.00682267   0.0113663
        6019     -0.9856  0.00665778   0.0113657
        6020          -1  0.00649056    0.011365
        6021          -1   0.0063234   0.0113643
        6022     -0.9812  0.00615942   0.0113636
        6023     -0.9864  0.00599462   0.0113629
        6024     -0.9892  0.00582942   0.0113623
        6025     -0.9872   0.0056646   0.0113616
        6026          -1  0.00549771   0.0113609
        6027     -0.5896  0.00539897   0.0113594
        6028       0.008   0.0053994   0.0113576
        6029      0.1816  0.00542863   0.0113557
        6030      0.4516  0.00550262   0.0113541
        6031      0.9752  0.00566341   0.0113533
        6032      0.9992  0.00582812   0.0113526
        6033      0.9856  0.00599052   0.0113519
        6034      0.9996  0.00615519   0.0113512
        6035       0.952  0.00631191   0.0113504
        6036      0.9044   0.0064607   0.0113495
        6037       0.426   0.0065302   0.0113479
        6038           1  0.00669473   0.0113472
        6039      0.9972  0.00685875   0.0113465
        6040           1  0.00702318   0.0113458
        6041      0.6784  0.00713432   0.0113445
        6042      0.2892    0.007181   0.0113427
        6043      0.0948   0.0071955   0.0113408
        6044       0.048  0.00720225   0.0113389
        6045      0.4344  0.00727292   0.0113373
        6046           1  0.00743712   0.0113366
        6047      0.9996  0.00760119   0.0113359
        6048      0.9636  0.00775926   0.0113351
        6049      0.9024  0.00790716   0.0113342
        6050      0.9916  0.00806975   0.0113335
        6051      0.9988  0.00823348   0.0113328
        6052           1  0.00839736   0.0113321
        6053      0.9956  0.00856045   0.0113314
        6054           1  0.00872422   0.0113308
        6055      0.9996  0.00888786   0.0113301
        6056      0.5852  0.00898303   0.0113286
        6057     -0.3144  0.00892964   0.0113268
        6058     -0.6836  0.00881532   0.0113256
        6059          -1  0.00864882   0.0113249
        6060      -0.998  0.00848271   0.0113243
        6061     -0.9996  0.00831638   0.0113236
        6062     -0.7088  0.00819809   0.0113224
        6063     -0.6732   0.0080857   0.0113211
        6064          -1  0.00791946   0.0113204
        6065          -1  0.00775327   0.0113198
        6066          -1  0.00758714   0.0113191
        6067     -0.9188  0.00743445   0.0113183
        6068      -0.636  0.00732841   0.0113169
        6069     -0.0528   0.0073185    0.011315
        6070      0.0336  0.00732283   0.0113132
        6071      0.5396  0.00741051   0.0113117
        6072        0.92   0.0075608   0.0113108
        6073           1  0.00772422   0.0113101
        6074      0.9988  0.00788739   0.0113094
        6075       0.996  0.00805004   0.0113087
        6076           1   0.0082133   0.0113081
        6077      0.9956  0.00837578   0.0113074
        6078           1  0.00853893   0.0113067
        6079      0.9984  0.00870176    0.011306
        6080      0.9944  0.00886388   0.0113053
        6081           1  0.00902687   0.0113046
        6082           1  0.00918981   0.0113039
        6083      0.9988  0.00935249   0.0113032
        6084      0.9816  0.00951229   0.0113025
        6085      0.9996    0.009675   0.0113018
        6086      0.9956    0.009837   0.0113011
        6087      0.9996  0.00999961   0.0113004
        6088           1   0.0101622   0.0112998
        6089       0.974   0.0103205    0.011299
        6090      0.1408   0.0103419   0.0112972
        6091     -0.2252   0.0103033   0.0112954
        6092       0.638   0.0104063    0.011294
        6093      0.9892   0.0105669   0.0112933
        6094       0.798   0.0106962   0.0112922
        6095           1   0.0108585   0.0112915
        6096       0.982   0.0110178   0.0112908
        6097      0.9996   0.0111799   0.0112901
        6098           1   0.0113421   0.0112894
        6099      0.9996   0.0115041   0.0112887
        6100      0.9992    0.011666    0.011288
        6101      0.9896   0.0118263   0.0112873
